store_id,product_id,qty,cost,reason_codes
182,41,11.51,841.1,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,6,10.02,732.03,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,223,2.04,149.2,['high_delay_probability']
131,215,14.62,1067.75,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,486,11.23,820.56,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,117,11.11,811.9,['high_delay_probability']
145,644,13.64,996.4,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
151,300,25.8,1884.63,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,415,5.74,419.15,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,114,19.95,1457.45,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,70,9.23,674.39,['high_delay_probability']
18,292,7.44,543.17,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,6,8.11,592.47,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,806,2.0,145.86,"['high_demand_variability', 'high_delay_probability']"
188,215,26.58,1942.07,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,370,8.42,614.84,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,150,4.09,298.44,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,104,6.03,440.78,['high_delay_probability']
134,769,2.88,210.57,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
183,783,6.73,492.0,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,638,4.9,358.14,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,127,3.29,240.5,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,774,2.84,207.14,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,122,2.12,155.19,['high_delay_probability']
187,515,4.37,319.6,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,783,13.13,958.99,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,294,0.66,48.53,['high_delay_probability']
131,345,2.63,192.05,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,810,10.94,799.22,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,644,5.47,399.92,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
187,115,5.61,410.19,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,6,9.3,679.09,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,363,9.21,672.67,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,774,5.36,391.22,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,6,4.78,349.08,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,253,3.85,281.45,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,783,10.15,741.71,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
18,413,6.06,442.59,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,500,4.37,319.43,['high_delay_probability']
151,21,1.79,130.56,['high_delay_probability']
18,422,0.13,9.66,['high_delay_probability']
194,666,6.33,462.76,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,500,2.04,149.26,"['high_demand_variability', 'high_delay_probability']"
46,23,6.73,491.92,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,688,1.65,120.39,['high_delay_probability']
147,554,6.21,453.47,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,694,3.13,228.6,"['high_demand_variability', 'high_delay_probability']"
183,19,9.45,690.23,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,481,9.01,658.55,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,292,7.77,567.6,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,363,0.98,71.67,['high_delay_probability']
194,19,6.93,506.16,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,783,5.37,392.34,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,201,7.24,528.82,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
154,486,8.43,615.71,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,783,5.76,421.01,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,136,7.13,521.19,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,127,2.52,184.13,['high_delay_probability']
183,104,6.05,441.87,['high_delay_probability']
18,296,1.77,129.18,['high_delay_probability']
194,769,4.42,323.1,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,740,1.31,95.73,['high_delay_probability']
183,122,14.15,1033.48,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,122,11.74,858.01,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,117,4.31,315.18,['high_delay_probability']
74,215,6.42,469.0,['high_delay_probability']
151,578,9.62,702.42,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
151,834,7.65,558.89,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
154,580,10.73,783.73,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,422,7.17,523.51,"['manufacture_to_avoid_stockout', 'high_demand_variability', 'high_delay_probability']"
46,638,1.88,137.52,['high_delay_probability']
182,4,8.6,628.38,"['high_demand_variability', 'high_delay_probability']"
187,775,0.39,28.26,['high_delay_probability']
188,740,1.89,138.37,['high_delay_probability']
131,596,9.21,673.13,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,769,1.03,74.91,['high_delay_probability']
60,554,3.0,218.85,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,396,4.65,340.05,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,638,3.42,249.75,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,122,6.45,471.11,['high_delay_probability']
1,486,7.39,540.05,['high_delay_probability']
181,691,10.18,743.48,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
154,207,2.33,169.91,['high_delay_probability']
187,631,1.92,140.41,['high_delay_probability']
